name,norad_id,epoch_year,epoch_day,inclination_deg,raan_deg,eccentricity,arg_perigee_deg,mean_anomaly_deg,mean_motion_rev_per_day,bstar_drag,classification,source,line1,line2,semi_major_axis_km,orbital_period_min,altitude_km
STARLINK-3789,52283,26,217.2500463,53.1591,161.7919,0.0001735,77.6108,347.751,907.3475339999999,0.0041254,U,active,1 52283U 22041Y   26217.25004630  .00072575  00000+0  41254-2 0  9990,2 52283  53.1591 161.7919 0001735  77.6108 347.7510 15.12245890  5802,6907.489489397459,95.22260959823141,536.4894893974588
STARLINK-3561,52284,26,217.08946309,53.1613,149.072,0.0001254,89.7379,270.3768,921.2471094,5.3037e-05,U,active,1 52284U 22041Z   26217.08946309  .00001471  00000+0  53037-4 0  9991,2 52284  53.1613 149.0720 0001254  89.7379 270.3768 15.35411849236959,6837.834463462577,93.78591163913833,466.83446346257733
STARLINK-3802,52286,26,217.0793879,53.1622,148.3825,0.000122,91.8089,268.3053,920.6333190000001,1.8140000000000003e-05,U,active,1 52286U 22041AB  26217.07938790  .00000237  00000+0  18140-4 0  9992,2 52286  53.1622 148.3825 0001220  91.8089 268.3053 15.34388865236969,6840.873335973844,93.84843913084575,469.8733359738444
STARLINK-3822,52287,26,217.08605602,53.161,157.5398,0.0001329,92.2801,267.8353,919.0173984000002,-2.3986e-05,U,active,1 52287U 22041AC  26217.08605602 -.00001109  00000+0 -23986-4 0  9992,2 52287  53.1610 157.5398 0001329  92.2801 267.8353 15.31695664236840,6848.889920646511,94.01345409828097,477.8899206465112
STARLINK-3776,52288,26,217.07729188,53.1615,148.4107,0.0001318,89.6445,270.4709,920.633949,-7.8853e-05,U,active,1 52288U 22041AD  26217.07729188 -.00003039  00000+0 -78853-4 0  9995,2 52288  53.1615 148.4107 0001318  89.6445 270.4709 15.34389915236965,6840.8702151166,93.84837490932023,469.87021511659987
STARLINK-3751,52289,26,217.17697574,53.1613,147.46,0.0001198,86.1215,273.9923,919.0163166,-1.6319e-05,U,active,1 52289U 22041AE  26217.17697574 -.00000871  00000+0 -16319-4 0  9990,2 52289  53.1613 147.4600 0001198  86.1215 273.9923 15.31693861236987,6848.895295326322,94.01356476416667,477.8952953263224
STARLINK-3772,52290,26,217.08967723,53.1623,148.5903,0.0001266,82.1639,277.9508,921.2400138000002,4.0329e-06,U,active,1 52290U 22041AF  26217.08967723 -.00000240  00000+0  40329-5 0  9996,2 52290  53.1623 148.5903 0001266  82.1639 277.9508 15.35400023236961,6837.869574454434,93.78663399954893,466.86957445443386
STARLINK-3753,52292,26,217.12561824,53.1627,148.1531,0.0001244,72.6886,287.4253,920.6321250000001,1.2055e-05,U,active,1 52292U 22041AH  26217.12561824  .00000031  00000+0  12055-4 0  9996,2 52292  53.1627 148.1531 0001244  72.6886 287.4253 15.34386875236975,6840.879250751147,93.8485608461686,469.8792507511471
STARLINK-3771,52293,26,217.07308784,53.1621,148.4227,0.0001261,85.9868,274.1279,920.6318219999998,4.6422e-06,U,active,1 52293U 22041AJ  26217.07308784 -.00000219  00000+0  46422-5 0  9990,2 52293  53.1621 148.4227 0001261  85.9868 274.1279 15.34386370236961,6840.8807517393825,93.84859173377563,469.8807517393825
STARLINK-3777,52294,26,217.07529632,53.1615,148.5899,0.0001219,76.64820000000002,283.4656,920.1383471999999,0.00012445000000000002,U,active,1 52294U 22041AK  26217.07529632  .00003724  00000+0  12445-3 0  9997,2 52294  53.1615 148.5899 0001219  76.6482 283.4656 15.33563912236963,6843.32639888921,93.8989232031433,472.3263988892104
STARLINK-3765,52295,26,217.2500463,53.1606,147.5127,0.0001437,62.8071,257.43820000000005,924.3293232,0.022959,U,active,1 52295U 22041AL  26217.25004630  .01028899  00000+0  22959-1 0  9994,2 52295  53.1606 147.5127 0001437  62.8071 257.4382 15.40548872  5811,6822.625311230598,93.4731786944569,451.6253112305976
STARLINK-3766,52296,26,217.11091547,53.1619,148.2236,0.0001248,96.0668,264.0477,920.6287073999999,6.822300000000001e-06,U,active,1 52296U 22041AM  26217.11091547 -.00000146  00000+0  68223-5 0  9996,2 52296  53.1619 148.2236 0001248  96.0668 264.0477 15.34381179236976,6840.896180757259,93.8489092350891,469.89618075725866
STARLINK-3758,52297,26,217.08719827,53.162,148.5852,0.0001296,90.903,269.2121,920.1307878000001,5.8968e-06,U,active,1 52297U 22041AN  26217.08719827 -.00000179  00000+0  58968-5 0  9992,2 52297  53.1620 148.5852 0001296  90.9030 269.2121 15.33551313236965,6843.363880061402,93.89969463643241,472.3638800614017
STARLINK-3760,52298,26,217.10670736,53.1615,148.2431,0.000134,92.4616,267.654,920.6353668,-5.3028e-06,U,active,1 52298U 22041AP  26217.10670736 -.00000555  00000+0 -53028-5 0  9992,2 52298  53.1615 148.2431 0001340  92.4616 267.6540 15.34392278236979,6840.863191714698,93.84823038062761,469.8631917146977
STARLINK-3769,52300,26,217.10180914,53.1605,148.2877,0.0001075,81.9089,278.2036,921.2398073999999,2.0796000000000002e-05,U,active,1 52300U 22041AR  26217.10180914  .00000345  00000+0  20796-4 0  9990,2 52300  53.1605 148.2877 0001075  81.9089 278.2036 15.35399679238195,6837.870595785484,93.78665501205957,466.8705957854836
STARLINK-3768,52301,26,217.08691743,53.1627,148.702,0.000135,80.995,279.1205,920.1297372,-3.7313000000000006e-06,U,active,1 52301U 22041AS  26217.08691743 -.00000495  00000+0 -37313-5 0  9997,2 52301  53.1627 148.7020 0001350  80.9950 279.1205 15.33549562236964,6843.369089208499,93.89980185068188,472.36908920849874
STARLINK-3564,52302,26,217.057476,53.1613,136.0244,0.0001246,89.9623,270.1521,919.0326852,7.8961e-05,U,active,1 52302U 22041AT  26217.05747600  .00002087  00000+0  78961-4 0  9999,2 52302  53.1613 136.0244 0001246  89.9623 270.1521 15.31721142237134,6848.8139727487005,94.01189031834882,477.8139727487005
STARLINK-3742,52303,26,217.12501696,53.1613,148.3913,0.0001195,82.2886,277.8252,920.1289458000001,2.7186e-05,U,active,1 52303U 22041AU  26217.12501696  .00000521  00000+0  27186-4 0  9995,2 52303  53.1613 148.3913 0001195  82.2886 277.8252 15.33548243238197,6843.373013181362,93.89988261360486,472.3730131813618
STARLINK-3744,52304,26,217.08568687,53.1613,139.0377,0.0001175,90.0926,270.0211,920.6333471999999,4.1525e-05,U,active,1 52304U 22041AV  26217.08568687  .00001027  00000+0  41525-4 0  9999,2 52304  53.1613 139.0377 0001175  90.0926 270.0211 15.34388912237093,6840.873196278254,93.84843625616607,469.873196278254
STARLINK-3724,52305,26,217.05040491,53.162,148.70230000000004,0.0001329,91.8776,268.2379,920.1297876000001,1.0974e-05,U,active,1 52305U 22041AW  26217.05040491 -.00000012  00000+0  10974-4 0  9993,2 52305  53.1620 148.7023 0001329  91.8776 268.2379 15.33549646236961,6843.36883931201,93.89979670733138,472.3688393120101
STARLINK-3747,52306,26,217.10025141,53.1626,138.4577,0.0001048,95.1138,264.9984,921.235635,8.606700000000002e-06,U,active,1 52306U 22041AX  26217.10025141 -.00000080  00000+0  86067-5 0  9997,2 52306  53.1626 138.4577 0001048  95.1138 264.9984 15.35392725238328,6837.891242193165,93.78707978442453,466.89124219316545
STARLINK-3755,52307,26,217.10045555,53.1617,148.3177,0.0001283,89.9826,270.1324,921.2441352,2.5064999999999998e-05,U,active,1 52307U 22041AY  26217.10045555  .00000494  00000+0  25065-4 0  9997,2 52307  53.1617 148.3177 0001283  89.9826 270.1324 15.35406892236978,6837.849180572148,93.78621442321884,466.8491805721478
STARLINK-3756,52309,26,217.04353994,53.16,136.0545,0.0001061,89.1431,270.9692,919.003401,-9.687400000000001e-05,U,active,1 52309U 22041BA  26217.04353994 -.00003367  00000+0 -96874-4 0  9991,2 52309  53.1600 136.0545 0001061  89.1431 270.9692 15.31672335238356,6848.959464392352,94.0148860232564,477.95946439235195
STARLINK-3688,52310,26,217.09944141,53.159,135.7971,0.0001219,74.5666,285.547,919.020009,6.1007e-05,U,active,1 52310U 22041BB  26217.09944141  .00001528  00000+0  61007-4 0  9993,2 52310  53.1590 135.7971 0001219  74.5666 285.5470 15.31700015238362,6848.876950511429,94.01318704041405,477.87695051142873
STARLINK-3750,52311,26,217.10080855,53.1607,138.5821,0.0001171,87.8707,272.2429,920.1305652,6.334e-05,U,active,1 52311U 22041BC  26217.10080855  .00001711  00000+0  63340-4 0  9995,2 52311  53.1607 138.5821 0001171  87.8707 272.2429 15.33550942238324,6843.364983769069,93.89971735285205,472.3649837690691
STARLINK-3752,52312,26,217.10240387,53.1629,138.2651,0.0001379,78.9876,281.1282,920.6361234,8.4472e-05,U,active,1 52312U 22041BD  26217.10240387  .00002478  00000+0  84472-4 0  9994,2 52312  53.1629 138.2651 0001379  78.9876 281.1282 15.34393539238330,6840.8594437280835,93.84815325398735,469.85944372808353
STARLINK-3749,52313,26,217.05445577,53.1621,138.6889,0.0001266,80.3946,279.7199,920.1306552000002,9.515900000000002e-05,U,active,1 52313U 22041BE  26217.05445577  .00002758  00000+0  95159-4 0  9992,2 52313  53.1621 138.6889 0001266  80.3946 279.7199 15.33551092238328,6843.364537526022,93.89970816831448,472.3645375260221
SUPERVIEW NEO-1 01,52320,26,217.29482943,97.3374,288.5081,0.0003378,105.2335,254.9272,910.1475869999999,0.00017268,U,active,1 52320U 22043A   26217.29482943  .00003339  00000+0  17268-3 0  9996,2 52320  97.3374 288.5081 0003378 105.2335 254.9272 15.16912645237002,6893.315035538453,94.92965891915286,522.3150355384532
SUPERVIEW NEO-1 02,52322,26,217.26239573,97.337,288.485,0.0003014,129.6223,230.52770000000004,910.1211269999999,0.00017543000000000002,U,active,1 52322U 22043C   26217.26239573  .00003389  00000+0  17543-3 0  9995,2 52322  97.3370 288.4850 0003014 129.6223 230.5277 15.16868545237011,6893.448641367856,94.93241881418275,522.448641367856
STARLINK-3889,52331,26,217.09153155,53.1589,262.536,0.0001091,81.7883,278.3232,905.296647,-4.8061e-05,U,active,1 52331U 22045A   26217.09153155 -.00001052  00000+0 -48061-4 0  9996,2 52331  53.1589 262.5360 0001091  81.7883 278.3232 15.08827745238048,6917.917847849954,95.43832984062738,546.9178478499543
STARLINK-3831,52332,26,216.83856968,53.1588,263.6829,0.0001092,84.0609,276.0507,905.2966452000001,-1.3022000000000002e-05,U,active,1 52332U 22045B   26216.83856968 -.00000495  00000+0 -13022-4 0  9999,2 52332  53.1588 263.6829 0001092  84.0609 276.0507 15.08827742238006,6917.917857019878,95.43833003038726,546.9178570198783
STARLINK-3847,52333,26,217.07771905,53.1591,256.0678,0.0001034,82.9071,277.20480000000003,919.0184076,-3.4403000000000003e-06,U,active,1 52333U 22045C   26217.07771905 -.00000472  00000+0 -34403-5 0  9996,2 52333  53.1591 256.0678 0001034  82.9071 277.2048 15.31697346238122,6848.884906672968,94.0133508594589,477.8849066729681
STARLINK-3880,52334,26,217.0878502,53.159,262.5518,0.0001073,88.1219,271.9895,905.2972758000001,-4.8904e-05,U,active,1 52334U 22045D   26217.08785020 -.00001066  00000+0 -48904-4 0  9991,2 52334  53.1590 262.5518 0001073  88.1219 271.9895 15.08828793238039,6917.914644491704,95.4382635512179,546.9146444917042
STARLINK-3814,52335,26,217.08416727,53.1592,262.569,0.0001137,92.155,267.9572,905.298297,-1.4240000000000001e-05,U,active,1 52335U 22045E   26217.08416727 -.00000514  00000+0 -14240-4 0  9990,2 52335  53.1592 262.5690 0001137  92.1550 267.9572 15.08830495238047,6917.909442099088,95.43815589437699,546.9094420990878
STARLINK-3823,52336,26,217.13242003,53.16,254.51970000000003,0.0001306,93.4809,266.6343,920.1274133999999,-1.6746000000000002e-05,U,active,1 52336U 22045F   26217.13242003 -.00000923  00000+0 -16746-4 0  9998,2 52336  53.1600 254.5197 0001306  93.4809 266.6343 15.33545689238161,6843.380611246401,93.90003899649058,472.3806112464008
STARLINK-3797,52337,26,216.83025063,53.1589,263.7095,0.0001067,79.2035,280.9076,905.2963032000001,-4.6827000000000004e-05,U,active,1 52337U 22045G   26216.83025063 -.00001033  00000+0 -46827-4 0  9996,2 52337  53.1589 263.7095 0001067  79.2035 280.9076 15.08827172238001,6917.919599305985,95.43836608478044,546.9195993059848
STARLINK-3792,52339,26,216.83756715,53.1589,263.3197,0.0001105,85.53,274.5818,905.2990122,-1.7208000000000002e-05,U,active,1 52339U 22045J   26216.83756715 -.00000562  00000+0 -17208-4 0  9990,2 52339  53.1589 263.3197 0001105  85.5300 274.5818 15.08831687238010,6917.905798596099,95.43808049678108,546.905798596099
STARLINK-3818,52340,26,217.11002283,53.1609,246.24810000000002,0.0001094,76.1546,283.9579,920.7973134,-0.0015961,U,active,1 52340U 22045K   26217.11002283 -.00054367  00000+0 -15961-2 0  9992,2 52340  53.1609 246.2481 0001094  76.1546 283.9579 15.34662189238269,6840.061070194111,93.83172468322279,469.0610701941114
STARLINK-3843,52341,26,216.87073499,53.15970000000001,263.4811,0.000156,74.4152,285.70120000000003,905.2984842,0.00021807000000000003,U,active,1 52341U 22045L   26216.87073499  .00003183  00000+0  21807-3 0  9997,2 52341  53.1597 263.4811 0001560  74.4152 285.7012 15.08830807238016,6917.908488430056,95.43813615942427,546.9084884300564
STARLINK-3850,52342,26,217.2500463,53.1604,251.40610000000004,2.91e-05,141.5647,210.2797,914.4247302,0.00031177,U,active,1 52342U 22045M   26217.25004630  .00007330  00000+0  31177-3 0  9991,2 52342  53.1604 251.4061 0000291 141.5647 210.2797 15.24041217  5859,6871.80298390393,94.48563358637827,500.80298390393
STARLINK-3849,52343,26,216.51009045,53.1588,265.1498,0.0001097,84.0781,276.0335,905.2965857999999,-1.1242000000000002e-05,U,active,1 52343U 22045N   26216.51009045 -.00000467  00000+0 -11242-4 0  9993,2 52343  53.1588 265.1498 0001097  84.0781 276.0335 15.08827643237966,6917.918159627387,95.43833629246413,546.9181596273866
STARLINK-3851,52344,26,217.2500463,53.1615,251.4855,0.0001465,100.0233,246.76809999999998,912.9435665999998,0.0002329,U,active,1 52344U 22045P   26217.25004630  .00004994  00000+0  23290-3 0  9993,2 52344  53.1615 251.4855 0001465 100.0233 246.7681 15.21572611  5859,6879.233537548205,94.63892748789759,508.2335375482053
STARLINK-3852,52345,26,216.52624868,53.1601,252.4771,0.000123,89.7318,270.3824,919.0237721999999,3.1278e-05,U,active,1 52345U 22045Q   26216.52624868  .00000606  00000+0  31278-4 0  9996,2 52345  53.1601 252.4771 0001230  89.7318 270.3824 15.31706287238129,6848.858254069901,94.01280207711258,477.8582540699008
STARLINK-3812,52346,26,217.09485969,53.1592,249.82469999999998,0.0001227,86.5029,273.6113,919.0198452000001,1.5111e-05,U,active,1 52346U 22045R   26217.09485969  .00000104  00000+0  15111-4 0  9998,2 52346  53.1592 249.8247 0001227  86.5029 273.6113 15.31699742238222,6848.87776431033,94.01320379670078,477.87776431033035
STARLINK-3826,52347,26,216.47791599,53.159,249.45260000000002,0.0001116,88.2856,271.8274,920.1244764,1.0045e-05,U,active,1 52347U 22045S   26216.47791599 -.00000042  00000+0  10045-4 0  9992,2 52347  53.1590 249.4526 0001116  88.2856 271.8274 15.33540794238177,6843.395173767507,93.90033872160559,472.395173767507
STARLINK-3829,52348,26,217.2500463,53.1593,247.44040000000004,0.0001444,92.7557,220.6917,921.2478546,-0.0006632000000000001,U,active,1 52348U 22045T   26217.25004630 -.00023453  00000+0 -66320-3 0  9991,2 52348  53.1593 247.4404 0001444  92.7557 220.6917 15.35413091  5771,6837.830776032964,93.78583577544865,466.8307760329644
STARLINK-3819,52349,26,216.81620825,53.1602,248.08840000000004,0.0001316,84.8823,275.233,921.2380133999999,1.326e-05,U,active,1 52349U 22045U   26216.81620825  .00000082  00000+0  13260-4 0  9990,2 52349  53.1602 248.0884 0001316  84.8823 275.2330 15.35396689238224,6837.879473068509,93.78683765026668,466.87947306850856
STARLINK-3754,52350,26,217.00002315,53.1603,246.76640000000003,0.0001319,92.9736,158.3805,920.6226462,0.0013265,U,active,1 52350U 22045V   26217.00002315  .00044669  00000+0  13265-2 0  9994,2 52350  53.1603 246.7664 0001319  92.9736 158.3805 15.34371077  5867,6840.926206808724,93.8495271180089,469.9262068087237
STARLINK-3838,52352,26,217.2500463,53.16,251.4838,9.81e-05,78.1917,34.6128,911.9893056000001,0.000366,U,active,1 52352U 22045X   26217.25004630  .00007664  00000+0  36600-3 0  9998,2 52352  53.1600 251.4838 0000981  78.1917  34.6128 15.19982176  5644,6884.031430064821,94.73795303241765,513.0314300648206
STARLINK-3807,52353,26,217.10295169,53.1581,246.5229,0.0001603,95.6267,264.4918,920.1290405999999,-2.4093000000000004e-06,U,active,1 52353U 22045Y   26217.10295169 -.00000452  00000+0 -24093-5 0  9997,2 52353  53.1581 246.5229 0001603  95.6267 264.4918 15.33548401238278,6843.372543137311,93.89987293919131,472.37254313731137
STARLINK-3877,52355,26,217.2500463,53.161,251.5405,7.41e-05,91.2207,331.6482,911.6748198,0.00037261,U,active,1 52355U 22045AA  26217.25004630  .00007687  00000+0  37261-3 0  9990,2 52355  53.1610 251.5405 0000741  91.2207 331.6482 15.19458033  5644,6885.614454798871,94.77063326039224,514.6144547988706
STARLINK-3801,52356,26,217.06593544,53.16,246.48280000000003,0.0001384,57.6903,302.4233,920.6309748000001,-1.2296e-06,U,active,1 52356U 22045AB  26217.06593544 -.00000418  00000+0 -12296-5 0  9997,2 52356  53.1600 246.4828 0001384  57.6903 302.4233 15.34384958238277,6840.884948566299,93.84867809685605,469.8849485662986
STARLINK-3821,52357,26,216.82019198,53.1594,247.7163,0.0001134,92.8597,267.2536,920.8466861999999,-0.0018675,U,active,1 52357U 22045AC  26216.82019198 -.00063635  00000+0 -18675-2 0  9993,2 52357  53.1594 247.7163 0001134  92.8597 267.2536 15.34744477238235,6839.816573478799,93.82669373176705,468.816573478799
STARLINK-3837,52358,26,217.2500463,53.1601,251.2731,2.8e-05,146.3613,194.83030000000002,914.1942336000002,0.00033315,U,active,1 52358U 22045AD  26217.25004630  .00007765  00000+0  33315-3 0  9996,2 52358  53.1601 251.2731 0000280 146.3613 194.8303 15.23657056  5593,6872.957997877554,94.50945633267227,501.9579978775537
STARLINK-3853,52359,26,217.06689697,53.1595,249.9664,0.0001117,74.9206,285.1919,919.0176468,-3.1824000000000006e-05,U,active,1 52359U 22045AE  26217.06689697 -.00001352  00000+0 -31824-4 0  9990,2 52359  53.1595 249.9664 0001117  74.9206 285.1919 15.31696078238220,6848.88868652851,94.01342868751539,477.88868652851033
STARLINK-3728,52361,26,216.38002955,53.16,250.06769999999997,0.0001139,80.0249,280.0883,921.2397144,1.7672e-05,U,active,1 52361U 22045AG  26216.38002955  .00000236  00000+0  17672-4 0  9996,2 52361  53.1600 250.0677 0001139  80.0249 280.0883 15.35399524238163,6837.871055978377,93.786664479909,466.8710559783767
STARLINK-3848,52362,26,216.44341575,53.1581,238.5342,0.0001139,86.5509,273.5623,919.0186110000001,1.3336e-05,U,active,1 52362U 22045AH  26216.44341575  .00000049  00000+0  13336-4 0  9993,2 52362  53.1581 238.5342 0001139  86.5509 273.5623 15.31697685238324,6848.883896128876,94.01333005213753,477.8838961288757
STARLINK-3830,52363,26,217.11643379,53.1591,246.8741,0.000152,74.5788,285.5383,920.6157294000001,0.00028424,U,active,1 52363U 22045AJ  26217.11643379  .00009227  00000+0  28424-3 0  9996,2 52363  53.1591 246.8741 0001520  74.5788 285.5383 15.34359549238278,6840.960471745131,93.85023223132428,469.96047174513114
STARLINK-3820,52364,26,217.2500463,53.1591,241.30030000000002,0.0001112,39.8559,17.8119,913.5046206000001,0.00014196,U,active,1 52364U 22045AK  26217.25004630  .00003003  00000+0  14196-3 0  9990,2 52364  53.1591 241.3003 0001112  39.8559  17.8119 15.22507701  5544,6876.416535425363,94.58080238636506,505.4165354253628
STARLINK-3874,52365,26,217.2500463,53.1596,241.3149,4.07e-05,132.91860000000003,201.513,913.709151,0.0003157,U,active,1 52365U 22045AL  26217.25004630  .00007161  00000+0  31570-3 0  9995,2 52365  53.1596 241.3149 0000407 132.9186 201.5130 15.22848585  5855,6875.39032360208,94.55963082501731,504.39032360207966
STARLINK-3808,52366,26,217.2500463,53.1595,241.27810000000002,0.0001762,63.2377,30.445199999999996,914.4482286000001,0.00023908,U,active,1 52366U 22045AM  26217.25004630  .00005548  00000+0  23908-3 0  9999,2 52366  53.1595 241.2781 0001762  63.2377  30.4452 15.24080381  5792,6871.685261134602,94.48320560725071,500.6852611346021
STARLINK-3817,52367,26,217.2500463,53.1592,241.2635,9.32e-05,77.502,344.0538,913.9050642,0.00039901,U,active,1 52367U 22045AN  26217.25004630  .00009232  00000+0  39901-3 0  9994,2 52367  53.1592 241.2635 0000932  77.5020 344.0538 15.23175107  5541,6874.407706696463,94.53936014199843,503.4077066964628
STARLINK-3834,52368,26,217.2500463,53.1613,241.28470000000002,0.000214,74.372,75.9598,914.4880224000001,0.00040434,U,active,1 52368U 22045AP  26217.25004630  .00009640  00000+0  40434-3 0  9991,2 52368  53.1613 241.2847 0002140  74.3720  75.9598 15.24146704  5847,6871.485912832253,94.47909418567362,500.48591283225323
STARLINK-3841,52369,26,217.2500463,53.1585,241.40930000000003,2.06e-05,66.9813,298.6244,912.9494520000001,0.00011039,U,active,1 52369U 22045AQ  26217.25004630  .00002195  00000+0  11039-3 0  9999,2 52369  53.1585 241.4093 0000206  66.9813 298.6244 15.21582420  5851,6879.203972505311,94.63831739065438,508.20397250531096
STARLINK-3827,52370,26,217.2500463,53.159,241.2987,0.0001822,69.2638,33.6455,914.342952,0.00024913,U,active,1 52370U 22045AR  26217.25004630  .00005764  00000+0  24913-3 0  9991,2 52370  53.1590 241.2987 0001822  69.2638  33.6455 15.23904920  5794,6872.21271732758,94.49408431596899,501.2127173275803
STARLINK-3798,52371,26,216.44406325,53.15970000000001,240.8382,0.0001345,84.9932,275.1223,919.0205652,1.8495e-05,U,active,1 52371U 22045AS  26216.44406325  .00000209  00000+0  18495-4 0  9997,2 52371  53.1597 240.8382 0001345  84.9932 275.1223 15.31700942238282,6848.874187174104,94.01313014273775,477.874187174104
STARLINK-3796,52372,26,216.34886914,53.1594,240.3346,0.0001169,93.5027,266.611,921.2457635999999,7.509900000000001e-05,U,active,1 52372U 22045AT  26216.34886914  .00002241  00000+0  75099-4 0  9994,2 52372  53.1594 240.3346 0001169  93.5027 266.6110 15.35409606238287,6837.841122818668,93.78604864609659,466.8411228186678
STARLINK-3550,52373,26,217.04011396,53.1594,234.8385,0.0001052,81.9752,278.137,920.6301654,-1.4294000000000002e-05,U,active,1 52373U 22045AU  26217.04011396 -.00000859  00000+0 -14294-4 0  9992,2 52373  53.1594 234.8385 0001052  81.9752 278.1370 15.34383609238432,6840.888958147038,93.8487606067747,469.88895814703756
STARLINK-3762,52374,26,217.08267223,53.1612,236.46410000000003,7.52e-05,111.3785,248.7298,920.6306112,-5.7748999999999995e-06,U,active,1 52374U 22045AV  26217.08267223 -.00000571  00000+0 -57749-5 0  9993,2 52374  53.1612 236.4641 0000752 111.3785 248.7298 15.34384352238413,6840.8867497560295,93.84871516207954,469.88674975602953
STARLINK-3785,52375,26,217.05861177,53.1582,236.97909999999996,0.0001132,97.828,262.2851,921.2386578,-9.6706e-05,U,active,1 52375U 22045AW  26217.05861177 -.00003752  00000+0 -96706-4 0  9998,2 52375  53.1582 236.9791 0001132  97.8280 262.2851 15.35397763238408,6837.876284368882,93.78677204702949,466.8762843688819
STARLINK-3805,52377,26,217.2500463,53.1611,241.3492,0.0001955,86.585,124.75340000000001,915.2749458,0.00058723,U,active,1 52377U 22045AY  26217.25004630  .00014739  00000+0  58723-3 0  9996,2 52377  53.1611 241.3492 0001955  86.5850 124.7534 15.25458243  5796,6867.546762656733,94.39786415707219,496.54676265673334
STARLINK-3806,52378,26,217.2500463,53.1598,241.27030000000002,7.35e-05,129.0136,168.0156,914.3661528,0.00048361,U,active,1 52378U 22045AZ  26217.25004630  .00011528  00000+0  48361-3 0  9997,2 52378  53.1598 241.2703 0000735 129.0136 168.0156 15.23943588  5802,6872.0964681228925,94.49168665684232,501.0964681228925
STARLINK-3800,52379,26,216.35011128,53.1588,242.6472,0.0001468,68.29070000000002,291.825,918.1742129999999,0.0014317,U,active,1 52379U 22045BA  26216.35011128  .00042404  00000+0  14317-2 0  9998,2 52379  53.1588 242.6472 0001468  68.2907 291.8250 15.30290355238267,6853.082298950346,94.09978931743316,482.08229895034583
STARLINK-3793,52380,26,216.45569718,53.159,229.3226,0.000118,84.6953,275.4185,921.2393933999999,1.9377e-05,U,active,1 52380U 22045BB  26216.45569718  .00000295  00000+0  19377-4 0  9999,2 52380  53.1590 229.3226 0001180  84.6953 275.4185 15.35398989238458,6837.872644386702,93.78669715927501,466.8726443867017
STARLINK-3799,52382,26,217.2500463,53.2116,225.5523,0.0001741,64.4183,264.7795,926.9289468,0.0013668,U,active,1 52382U 22045BD  26217.25004630  .00065334  00000+0  13668-2 0  9997,2 52382  53.2116 225.5523 0001741  64.4183 264.7795 15.44881578  5885,6809.863053978665,93.21102798469644,438.86305397866545
STARLINK-3811,52383,26,216.30737708,53.1589,230.17789999999997,0.000113,96.7452,263.3679,920.1494268,0.00020988999999999998,U,active,1 52383U 22045BE  26216.30737708  .00006543  00000+0  20989-3 0  9994,2 52383  53.1589 230.1779 0001130  96.7452 263.3679 15.33582378238432,6843.271464716474,93.89779255796847,472.27146471647393
BRO-6,52422,26,217.25757701,97.3373,309.378,0.0004702,219.5842,140.5069,932.5875341999999,0.0005304,U,active,1 52422U 22047AE  26217.25757701  .00034692  00000+0  53040-3 0  9990,2 52422  97.3373 309.3780 0004702 219.5842 140.5069 15.54312557238762,6782.288677805522,92.64545882453422,411.28867780552173
JILIN-1 KUANFU 01C,52443,26,217.21139293,97.5231,293.4863,0.0019222,148.00600000000003,212.2341,905.8248570000001,0.00014477,U,active,1 52443U 22048A   26217.21139293  .00002279  00000+0  14477-3 0  9997,2 52443  97.5231 293.4863 0019222 148.0060 212.2341 15.09708095234599,6915.22824136589,95.38267727179405,544.2282413658904
JILIN-1 GAOFEN 3D27,52444,26,217.16237308,97.572,336.1074,0.0005978,226.5247,133.553,955.3909596000001,0.00077593,U,active,1 52444U 22048B   26217.16237308  .00259358  27421-4  77593-3 0  9999,2 52444  97.5720 336.1074 0005978 226.5247 133.5530 15.92318266237221,6673.934242383998,90.4341820820386,302.934242383998
JILIN-1 GAOFEN 3D28,52445,26,217.19148885,97.5725,336.6571,0.0008074,250.2514,109.7894,961.4510742000001,0.0008519,U,active,1 52445U 22048C   26217.19148885  .00496782  11340-3  85190-3 0  9992,2 52445  97.5725 336.6571 0008074 250.2514 109.7894 16.02418457237307,6645.86041746004,89.86416711000227,274.86041746003957
JILIN-1 GAOFEN 3D29,52446,26,216.76705101,97.5749,336.0386,0.0004986,232.5751,127.50690000000002,955.4650824,0.00092422,U,active,1 52446U 22048D   26216.76705101  .00310841  38750-4  92422-3 0  9997,2 52446  97.5749 336.0386 0004986 232.5751 127.5069 15.92441804237184,6673.589072198604,90.42716640463176,302.5890721986043
JILIN-1 GAOFEN 3D31,52448,26,217.0782319,97.5729,338.3191,0.0012921,263.9147,96.0671,974.9491505999999,0.0008410900000000001,U,active,1 52448U 22048F   26217.07823190  .02382449  25684-5  84109-3 0  9994,2 52448  97.5729 338.3191 0012921 263.9147  96.0671 16.24915251237376,6584.377134561628,88.62000643503099,213.37713456162783
STARLINK-3909,52452,26,217.03447585,53.1616,122.6611,0.000107,77.9034,282.2078,905.2968084,-3.758500000000001e-05,U,active,1 52452U 22049B   26217.03447585 -.00000886  00000+0 -37585-4 0  9994,2 52452  53.1616 122.6611 0001070  77.9034 282.2078 15.08828014234509,6917.91702561356,95.43831282549344,546.9170256135603
