name,norad_id,epoch_year,epoch_day,inclination_deg,raan_deg,eccentricity,arg_perigee_deg,mean_anomaly_deg,mean_motion_rev_per_day,bstar_drag,classification,source,line1,line2,semi_major_axis_km,orbital_period_min,altitude_km
CALSPHERE 1,900,26,217.09572476,90.2192,72.9118,0.0026645,140.0248,344.132,826.002216,0.00041527999999999997,U,active,1 00900U 64063C   26217.09572476  .00000418  00000+0  41528-3 0  9991,2 00900  90.2192  72.9118 0026645 140.0248 344.1320 13.76670360 78151,7353.857329159526,104.60020363916313,982.8573291595258
CALSPHERE 2,902,26,217.15423016,90.2316,76.9582,0.0020636,85.5619,44.194100000000006,811.7423286000001,4.7948e-05,U,active,1 00902U 64063E   26217.15423016  .00000041  00000+0  47948-4 0  9990,2 00902  90.2316  76.9582 0020636  85.5619  44.1941 13.52903881862887,7439.730656748988,106.43771669393267,1068.7306567489877
LCS 1,1361,26,216.94394748,32.1432,61.2546,0.0012187,294.5861,65.3367,593.5864146,-0.00078274,U,active,1 01361U 65034C   26216.94394748  .00000002  00000+0 -78274-3 0  9997,2 01361  32.1432  61.2546 0012187 294.5861  65.3367  9.89310691214717,9166.003944040966,145.55589190534684,2795.0039440409655
TEMPSAT 1,1512,26,216.97981001,89.9988,212.5956,0.0071589,111.0472,303.9176,800.1579024,4.6323e-05,U,active,1 01512U 65065E   26216.97981001  .00000033  00000+0  46323-4 0  9990,2 01512  89.9988 212.5956 0071589 111.0472 303.9176 13.33596504966557,7511.365165926785,107.9786873826418,1140.3651659267853
CALSPHERE 4A,1520,26,217.28257122,89.8975,122.00350000000002,0.0069126,326.7499,155.2958,801.7717518000001,0.00010727000000000001,U,active,1 01520U 65065H   26217.28257122  .00000065  00000+0  10727-3 0  9997,2 01520  89.8975 122.0035 0069126 326.7499 155.2958 13.36286253969269,7501.282261003315,107.76134206029283,1130.2822610033154
OPS 5712 (P/L 160),2826,26,217.24933366,69.916,277.9837,0.0003759,294.6742,65.4015,886.9924235999999,0.00058284,U,active,1 02826U 67053A   26217.24933366  .00004168  00000+0  58284-3 0  9991,2 02826  69.9160 277.9837 0003759 294.6742  65.4015 14.78320706 73483,7012.766866962328,97.40782187217772,641.7668669623281
LES-5,2866,26,216.83580435,2.7331,94.9384,0.0051291,214.4738,114.1236,65.6550714,0.0,U,active,1 02866U 67066E   26216.83580435 -.00000040  00000+0  00000+0 0  9993,2 02866   2.7331  94.9384 0051291 214.4738 114.1236  1.09425119131560,39779.301807443815,1315.9684112383738,33408.301807443815
SURCAL 159,2872,26,217.25605729,69.97220000000002,255.16589999999997,0.0005016,30.405099999999997,329.7347,839.7675330000001,4.8938e-05,U,active,1 02872U 67053F   26217.25605729  .00000018  00000+0  48938-4 0  9998,2 02872  69.9722 255.1659 0005016  30.4051 329.7347 13.99612555 17070,7273.274104342493,102.88561608394545,902.274104342493
OPS 5712 (P/L 153),2874,26,216.38787047,69.975,11.9892,0.0005678,151.2949,208.847,838.101021,4.0043e-05,U,active,1 02874U 67053H   26216.38787047  .00000002  00000+0  40043-4 0  9999,2 02874  69.9750  11.9892 0005678 151.2949 208.8470 13.96835035 13529,7282.91254874682,103.09019776268714,911.91254874682
RIGIDSPHERE 2 (LCS 4),5398,26,217.25345821,87.6251,325.1889,0.006197,71.0538,289.7364,862.7559996000001,0.00015056,U,active,1 05398U 71067E   26217.25345821  .00000484  00000+0  15056-3 0  9999,2 05398  87.6251 325.1889 0061970  71.0538 289.7364 14.37926666880936,7143.493976701512,100.14418913349508,772.4939767015121
OSCAR 7 (AO-7),7530,26,217.04952266,101.9913,230.8062,0.0012501,39.5182,339.2032,752.2193502000001,-2.4556e-05,U,active,1 07530U 74089B   26217.04952266 -.00000050  00000+0 -24556-4 0  9997,2 07530 101.9913 230.8062 0012501  39.5182 339.2032 12.53698917366647,7827.198374984141,114.86011357860971,1456.198374984141
STARLETTE,7646,26,217.24966853,49.8258,270.9351,0.020576,225.1435,133.2583,829.4107703999999,1.3065e-05,U,active,1 07646U 75010A   26217.24966853 -.00000124  00000+0  13065-4 0  9993,2 07646  49.8258 270.9351 0205760 225.1435 133.2583 13.82351284601324,7333.695849323919,104.17033764624477,962.695849323919
LAGEOS 1,8820,26,217.02642838,109.8077,196.0468,0.0044656,291.7949,286.8023,383.1988278,0.0,U,active,1 08820U 76039A   26217.02642838  .00000019  00000+0  00000+0 0  9992,2 08820 109.8077 196.0468 0044656 291.7949 286.8023  6.38664713916258,12271.1866032015,225.4704183100844,5900.1866032015005
PHASE 3B (AO-10),14129,26,216.43800963,25.9535,211.6366,0.5994941,128.91510000000002,301.7364,123.52308359999999,0.0,U,active,1 14129U 83058B   26216.43800963 -.00000195  00000+0  00000+0 0  9995,2 14129  25.9535 211.6366 5994941 128.9151 301.7364  2.05871806296481,26101.808059481053,699.4644035910386,19730.808059481053
UOSAT 2 (UO-11),14781,26,217.21720555,97.8099,182.2586,0.0008387,32.5733,327.6001,894.5418816,0.00010787,U,active,1 14781U 84021B   26217.21720555  .00001008  00000+0  10787-3 0  9995,2 14781  97.8099 182.2586 0008387  32.5733 327.6001 14.90903136264430,6973.255143249149,96.58575163128506,602.2551432491491
AJISAI (EGS),16908,26,217.20060345,50.0118,356.6807,0.0011103,305.4778,113.36920000000002,746.7100296,3.6705e-05,U,active,1 16908U 86061A   26217.20060345 -.00000092  00000+0  36705-4 0  9999,2 16908  50.0118 356.6807 0011103 305.4778 113.3692 12.44516716486499,7865.651223184526,115.70756595606868,1494.6512231845263
TDRS 3,19548,26,216.76885366,12.5655,340.6704,0.0037142,353.8434,206.7925,60.163941,0.0,U,active,1 19548U 88091B   26216.76885366 -.00000292  00000+0  00000+0 0  9991,2 19548  12.5655 340.6704 0037142 353.8434 206.7925  1.00273235125871,42164.32547845249,1436.0761373660678,35793.32547845249
COSMOS 1989 (ETALON 1),19751,26,217.29185476,64.9753,70.5169,0.0023331,217.4287,348.4127,127.89358440000002,0.0,U,active,1 19751U 89001C   26217.29185476  .00000000  00000+0  00000+0 0  9999,2 19751  64.9753  70.5169 0023331 217.4287 348.4127  2.13155974292414,25503.71825931712,675.5616429497771,19132.71825931712
COSMOS 2024 (ETALON 2),20026,26,217.05932646,64.9016,308.8516,0.0020816,212.2683,341.2599,127.92273180000001,0.0,U,active,1 20026U 89039C   26217.05932646 -.00000044  00000+0  00000+0 0  9999,2 20026  64.9016 308.8516 0020816 212.2683 341.2599  2.13204553289546,25499.844070059517,675.4077151438694,19128.844070059517
FLTSATCOM 8 (USA 46),20253,26,216.75568787,12.4081,350.8648,0.0001944,117.62130000000002,242.7045,60.163729800000006,0.0,U,active,1 20253U 89077A   26216.75568787 -.00000360  00000+0  00000+0 0  9991,2 20253  12.4081 350.8648 0001944 117.6213 242.7045  1.00272883261041,42164.424154740904,1436.081178597408,35793.424154740904
LUSAT (LO-19),20442,26,216.88028834,98.8844,240.02509999999998,0.0012568,65.93950000000001,294.3102,860.4815382,3.5156e-05,U,active,1 20442U 90005G   26216.88028834  .00000052  00000+0  35156-4 0  9994,2 20442  98.8844 240.0251 0012568  65.9395 294.3102 14.34135897909372,7156.076429092642,100.40889451357202,785.0764290926418
HST,20580,26,217.09672094,28.4727,106.1607,0.0001998,339.8765,20.1753,918.7643484,0.00016256000000000002,U,active,1 20580U 90037B   26217.09672094  .00005287  00000+0  16256-3 0  9993,2 20580  28.4727 106.1607 0001998 339.8765  20.1753 15.31273914796079,6850.147429930832,94.03934768525025,479.147429930832
SKYNET 4C,20776,26,216.95728088,13.3226,349.4986,0.0003209,151.6441,221.4042,59.14529639999999,0.0,U,active,1 20776U 90079A   26216.95728088  .00000023  00000+0  00000+0 0  9994,2 20776  13.3226 349.4986 0003209 151.6441 221.4042  0.98575494   523,42647.07008536836,1460.8093163601088,36276.07008536836
TDRS 5,21639,26,216.09489145,14.065200000000003,353.4142,0.000844,250.45709999999997,295.6602,60.1691304,0.0,U,active,1 21639U 91054B   26216.09489145  .00000092  00000+0  00000+0 0  9996,2 21639  14.0652 353.4142 0008440 250.4571 295.6602  1.00281884128196,42161.901082481236,1435.9522802742715,35790.901082481236
LAGEOS 2,22195,26,216.20456998,52.64,236.3153,0.0137996,208.3708,194.9226,388.3764828,0.0,U,active,1 22195U 92070B   26216.20456998 -.00000009  00000+0  00000+0 0  9995,2 22195  52.6400 236.3153 0137996 208.3708 194.9226  6.47294138798533,12161.880318313484,222.4645513474432,5790.880318313484
TDRS 6,22314,26,217.2296191,14.1839,356.6882,0.0009302,188.9449,165.0349,60.163244399999996,0.0,U,active,1 22314U 93003B   26217.22961910 -.00000291  00000+0  00000+0 0  9996,2 22314  14.1839 356.6882 0009302 188.9449 165.0349  1.00272074122898,42164.650944194254,1436.0927649706339,35793.650944194254
SCD 1,22490,26,217.15535862,24.9694,265.2271,0.0041657,296.5174,91.5089,867.6821580000001,4.8905e-05,U,active,1 22490U 93009B   26217.15535862  .00000365  00000+0  48905-4 0  9994,2 22490  24.9694 265.2271 0041657 296.5174  91.5089 14.46136930768218,7116.43079107874,99.57563285518198,745.4307910787402
UFO 2 (USA 95),22787,26,217.0928664,11.9123,3.2771,7.47e-05,335.7534,36.6877,60.16237320000001,0.0,U,active,1 22787U 93056A   26217.09286640  .00000129  00000+0  00000+0 0  9992,2 22787  11.9123   3.2771 0000747 335.7534  36.6877  1.00270622119045,42165.057995460054,1436.113560759601,35794.057995460054
STELLA,22824,26,217.26261767,98.7691,281.6828,0.0007502,93.8371,353.6537,856.483035,2.3907000000000003e-06,U,active,1 22824U 93061B   26217.26261767 -.00000039  00000+0  23907-5 0  9990,2 22824  98.7691 281.6828 0007502  93.8371 353.6537 14.27471725711775,7178.331298190136,100.87765486213046,807.3312981901363
EYESAT A (AO-27),22825,26,217.15611014,98.6849,284.5442,0.0007589,323.0661,36.9998,858.5722638000001,3.5668000000000005e-05,U,active,1 22825U 93061C   26217.15611014  .00000049  00000+0  35668-4 0  9999,2 22825  98.6849 284.5442 0007589 323.0661  36.9998 14.30953773714002,7166.68151944469,100.63218163791794,795.6815194446899
ITAMSAT (IO-26),22826,26,217.19080489,98.6796,284.5014,0.0007865,303.8869,56.1566,858.8291556,3.2433e-05,U,active,1 22826U 93061D   26217.19080489  .00000041  00000+0  32433-4 0  9999,2 22826  98.6796 284.5014 0007865 303.8869  56.1566 14.31381926714328,7165.252322886098,100.60208067766254,794.2523228860982
RADIO ROSTO (RS15),23439,26,217.24972784,64.8126,223.8672,0.0157715,354.8734,5.057,676.55037,0.00029496,U,active,1 23439U 94085A   26217.24972784 -.00000032  00000+0  29496-3 0  9996,2 23439  64.8126 223.8672 0157715 354.8734   5.0570 11.27583950301439,8400.450640311617,127.70667762697403,2029.4506403116175
UFO 4 (USA 108),23467,26,216.6935986,9.665,12.9287,0.0002863,111.6651,250.5829,60.16251600000001,0.0,U,active,1 23467U 95003A   26216.69359860 -.00000017  00000+0  00000+0 0  9999,2 23467   9.6650  12.9287 0002863 111.6651 250.5829  1.00270860115449,42164.991274262604,1436.1101520421782,35793.991274262604
TDRS 7,23613,26,216.86118282,13.3572,347.849,0.0010697,89.9378,274.8023,60.161013,0.0,U,active,1 23613U 95035B   26216.86118282 -.00000233  00000+0  00000+0 0  9997,2 23613  13.3572 347.8490 0010697  89.9378 274.8023  1.00268355113742,42165.69354211405,1436.146030320334,35794.69354211405
USA 115 (MILSTAR-1 2),23712,26,216.75028031,14.0898,3.3745,0.00066,136.4027,353.6914,60.1634928,0.0,U,active,1 23712U 95060A   26216.75028031 -.00000198  00000+0  00000+0 0  9995,2 23712  14.0898   3.3745 0006600 136.4027 353.6914  1.00272488 33373,42164.53488592243,1436.0868357031293,35793.53488592243
POLAR,23802,26,215.79194576,79.9202,226.4834,0.6518617,207.44440000000003,93.0948,77.9075874,0.0,U,active,1 23802U 96013A   26215.79194576  .00000250  00000+0  00000+0 0  9993,2 23802  79.9202 226.4834 6518617 207.4444  93.0948  1.29845979145472,35490.831241144275,1109.0062326843406,29119.831241144275
INMARSAT 3-F1,23839,26,217.20071948,10.7006,46.1711,0.0005202,112.6086,80.6501,59.992673399999994,0.0,U,active,1 23839U 96020A   26217.20071948  .00000119  00000+0  00000+0 0  9990,2 23839  10.7006  46.1711 0005202 112.6086  80.6501  0.99987789110743,42244.534731007705,1440.1758598742492,35873.534731007705
USA 119,23893,26,217.0602385,63.318,64.1713,0.085369,49.9662,317.3152,807.8603064,0.00025414,U,active,1 23893U 96029A   26217.06023850  .00001519  00000+0  25414-3 0  9997,2 23893  63.3180  64.1713 0853690  49.9662 317.3152 13.46433844111855,7463.545102610731,106.94918331241827,1092.5451026107312
JAS-2 (FO-29),24278,26,217.10644134,98.5205,59.272600000000004,0.0349312,329.6665,28.4661,811.9657980000001,3.6994e-05,U,active,1 24278U 96046B   26217.10644134 -.00000001  00000+0  36994-4 0  9995,2 24278  98.5205  59.2726 0349312 329.6665  28.4661 13.53276330479789,7438.3655512886535,106.40842288285646,1067.3655512886535
INMARSAT 3-F2,24307,26,217.03578536,9.964000000000002,53.4276,0.0006054,75.0921,298.2317,59.98850339999999,0.0,U,active,1 24307U 96053A   26217.03578536 -.00000255  00000+0  00000+0 0  9995,2 24307   9.9640  53.4276 0006054  75.0921 298.2317  0.99980839109414,42246.49241355241,1440.2759712788568,35875.49241355241
INMARSAT 3-F3,24674,26,217.21294802,10.4215,49.1699,0.0004118,107.6434,226.854,60.000067800000004,0.0,U,active,1 24674U 96070A   26217.21294802 -.00000110  00000+0  00000+0 0  9992,2 24674  10.4215  49.1699 0004118 107.6434 226.8540  1.00000113108399,42241.06385266201,1439.9983728018387,35870.06385266201
NAVSTAR 43 (USA 132),24876,26,216.56401512,56.02,96.6833,0.010464,57.9949,303.09030000000007,120.33840659999998,0.0,U,active,1 24876U 97035A   26216.56401512 -.00000008  00000+0  00000+0 0  9999,2 24876  56.0200  96.6833 0104640  57.9949 303.0903  2.00564011212928,26560.311885327123,717.9752702492573,20189.311885327123
FORTE,24920,26,217.26913607,69.9519,263.1572,0.0023547,217.492,142.4561,856.7774381999999,5.6782e-05,U,active,1 24920U 97047A   26217.26913607  .00000083  00000+0  56782-4 0  9998,2 24920  69.9519 263.1572 0023547 217.4920 142.4561 14.27962397505698,7176.686806744199,100.84299159594747,805.6868067441992
USA 134,25019,26,217.23869021,12.841000000000001,21.3407,0.0001653,312.8056,313.436,60.16511099999999,0.0,U,active,1 25019U 97065A   26217.23869021 -.00000062  00000+0  00000+0 0  9990,2 25019  12.8410  21.3407 0001653 312.8056 313.4360  1.00275185 33445,42163.7788446988,1436.0482107312994,35792.7788446988
ORBCOMM FM06,25118,26,217.20065264,45.0127,176.7385,0.0001735,297.9138,76.7228,868.6010765999999,0.0002724,U,active,1 25118U 97084G   26217.20065264  .00000869  00000+0  27240-3 0  9998,2 25118  45.0127 176.7385 0001735 297.9138  76.7228 14.47668461501498,7111.410784864849,99.47028886747296,740.4107848648491
INMARSAT 3-F5,25153,26,216.4349276,9.7961,52.763,0.0004647,84.6302,278.211,60.1642662,0.0,U,active,1 25153U 98006B   26216.43492760 -.00000286  00000+0  00000+0 0  9996,2 25153   9.7961  52.7630 0004647  84.6302 278.2110  1.00273777104388,42164.17354052362,1436.0683750847443,35793.17354052362
ORBCOMM FM04,25159,26,217.09532812,107.9625,270.0847,0.0042032,241.5382,118.15210000000002,861.4875437999999,0.00019878999999999999,U,active,1 25159U 98007C   26217.09532812  .00000448  00000+0  19879-3 0  9996,2 25159 107.9625 270.0847 0042032 241.5382 118.1521 14.35812573483618,7150.504319267971,100.29164161665271,779.5043192679714
CELESTIS-02 & TAURUS R/B,25160,26,217.27257323,108.0141,71.45640000000002,0.0060672,48.0906,50.5844,853.4989518000001,3.4946e-05,U,active,1 25160U 98007D   26217.27257323 -.00000050  00000+0  34946-4 0  9992,2 25160 108.0141  71.4564 0060672  48.0906  50.5844 14.22498253477493,7195.053267555796,101.23035279397281,824.0532675557961
TECHSAT 1B (GO-32),25397,26,217.2343361,99.0104,211.2379,0.0002364,81.9257,278.2189,854.6621718,3.1941000000000005e-05,U,active,1 25397U 98043D   26217.23433610  .00000027  00000+0  31941-4 0  9990,2 25397  99.0104 211.2379 0002364  81.9257 278.2189 14.24436953458312,7188.523334994098,101.09257534826114,817.5233349940981
WESTPAC,25398,26,217.20385101,99.01780000000001,204.4212,0.0002374,78.9451,281.1993,853.8334686000001,1.0228e-05,U,active,1 25398U 98043E   26217.20385101 -.00000024  00000+0  10228-4 0  9992,2 25398  99.0178 204.4212 0002374  78.9451 281.1993 14.23055781457913,7193.173882037794,101.19069253828498,822.1738820377941
ORBCOMM FM19,25415,26,216.88815488,44.995,12.0517,0.0004439,188.7558,330.1392,863.7474138000001,0.00026146000000000003,U,active,1 25415U 98046C   26216.88815488  .00000681  00000+0  26146-3 0  9997,2 25415  44.9950  12.0517 0004439 188.7558 330.1392 14.39579023463791,7138.026701763846,100.02924306295618,767.0267017638462
ORBCOMM FM20,25416,26,217.12749409,44.995,19.3797,0.0001565,179.3348,180.7503,862.8776436,0.00020196,U,active,1 25416U 98046D   26217.12749409  .00000476  00000+0  20196-3 0  9996,2 25416  44.9950  19.3797 0001565 179.3348 180.7503 14.38129406463835,7142.822592520907,100.13007132683579,771.8225925209072
ORBCOMM FM27,25481,26,217.05677968,45.0051,103.2233,8.94e-05,33.863,326.2276,863.532543,0.00023987,U,active,1 25481U 98053G   26217.05677968  .00000608  00000+0  23987-3 0  9996,2 25481  45.0051 103.2233 0000894  33.8630 326.2276 14.39220905457273,7139.210745083405,100.05413310752319,768.2107450834046
SCD 2,25504,26,217.12850201,24.9948,130.3344,0.0016518,280.3994,217.1283,867.3249144,4.2723000000000004e-05,U,active,1 25504U 98060A   26217.12850201  .00000335  00000+0  42723-4 0  9998,2 25504  24.9948 130.3344 0016518 280.3994 217.1283 14.45541524467419,7118.384787648745,99.61664719359524,747.3847876487453
ISS (ZARYA),25544,26,217.021905,51.6318,58.415499999999994,0.000731,13.5287,346.5896,929.6098914,0.00011248,U,active,1 25544U 98067A   26217.02190500  .00005828  00000+0  11248-3 0  9996,2 25544  51.6318  58.4155 0007310  13.5287 346.5896 15.49349819579321,6796.763901800955,92.94221242620483,425.76390180095495
SWAS,25560,26,217.17714501,69.8956,101.1607,0.0006617,206.5335,153.5491,905.9347205999999,0.0001634,U,active,1 25560U 98071A   26217.17714501  .00002549  00000+0  16340-3 0  9993,2 25560  69.8956 101.1607 0006617 206.5335 153.5491 15.09891201504668,6914.669152350944,95.37111012013906,543.6691523509444
ISS (UNITY),25575,26,217.021905,51.6318,58.415499999999994,0.000731,13.5287,346.5896,929.6098914,0.00011248,U,active,1 25575U 98069F   26217.02190500  .00005828  00000+0  11248-3 0  9992,2 25575  51.6318  58.4155 0007310  13.5287 346.5896 15.49349819579044,6796.763901800955,92.94221242620483,425.76390180095495
DLR-TUBSAT,25757,26,216.99870251,98.6729,214.1166,0.0013803,197.24190000000002,162.8308,871.462713,2.2885000000000002e-05,U,active,1 25757U 99029B   26216.99870251  .00000045  00000+0  22885-4 0  9990,2 25757  98.6729 214.1166 0013803 197.2419 162.8308 14.52437855440334,7095.834348176394,99.14365664891046,724.8343481763941
CXO,25867,26,219.62335758,56.901,115.2631,0.776129,309.8051,0.4898,22.682847600000002,0.0,U,active,1 25867U 99040B   26219.62335758  .00000859  00000+0  00000+0 0  9999,2 25867  56.9010 115.2631 7761290 309.8051   0.4898  0.37804746 17510,80792.48351902139,3809.045562692049,74421.48351902139
ABS-6,25924,26,217.19002016,0.0701,266.2757,0.00034,211.0801,63.770100000000006,60.1638696,0.0,U,active,1 25924U 99053A   26217.19002016 -.00000112  00000+0  00000+0 0  9998,2 25924   0.0701 266.2757 0003400 211.0801  63.7701  1.00273116 98335,42164.35883770131,1436.077841642021,35793.35883770131
NAVSTAR 46 (USA 145),25933,26,216.64426913,51.4181,293.34600000000006,0.0106018,178.1508,172.42700000000002,120.33585119999998,0.0,U,active,1 25933U 99055A   26216.64426913 -.00000035  00000+0  00000+0 0  9999,2 25933  51.4181 293.3460 0106018 178.1508 172.4270  2.00559752196540,26560.687899513534,717.9905168610302,20189.687899513534
UFO 10 (USA 146),25967,26,217.22533292,9.8616,26.9426,0.0002105,154.9958,190.0776,60.16514159999999,0.0,U,active,1 25967U 99063A   26217.22533292 -.00000184  00000+0  00000+0 0  9994,2 25967   9.8616  26.9426 0002105 154.9958 190.0776  1.00275236 97832,42163.76454836145,1436.0474803569648,35792.76454836145
ORBCOMM FM32,25982,26,217.29790804,45.0161,300.7699,0.0006869,285.4729,74.5361,862.3166322000001,0.00017130000000000002,U,active,1 25982U 99065C   26217.29790804  .00000372  00000+0  17130-3 0  9998,2 25982  45.0161 300.7699 0006869 285.4729  74.5361 14.37194387394150,7145.920271782491,100.19521458094867,774.920271782491
XMM-NEWTON,25989,26,217.21666996,64.2291,282.3546,0.4662537,64.0455,359.9864,30.073425,0.0,U,active,1 25989U 99066A   26217.21666996  .00000149  00000+0  00000+0 0  9998,2 25989  64.2291 282.3546 4662537  64.0455 359.9864  0.50122375 23257,66944.37331585176,2872.968409816973,60573.37331585176
TERRA,25994,26,217.25653854,97.94240000000002,264.8493,0.0003672,81.9889,343.2578,876.6830328,5.9442e-05,U,active,1 25994U 99068A   26217.25653854  .00000248  00000+0  59442-4 0  9998,2 25994  97.9424 264.8493 0003672  81.9889 343.2578 14.61138388416773,7067.637623942589,98.55329322851246,696.637623942589
ASIASTAR,26107,26,217.0367387,9.2386,57.6169,0.0003994,77.9808,296.2358,60.16390980000001,0.0,U,active,1 26107U 00016A   26217.03673870 -.00000330  00000+0  00000+0 0  9990,2 26107   9.2386  57.6169 0003994  77.9808 296.2358  1.00273183 96414,42164.340055595116,1436.0768820911967,35793.340055595116
IMAGE,26113,26,216.30027192,94.2653,315.994,0.7399944,282.3923,10.5919,101.2004874,0.0,U,active,1 26113U 00017A   26216.30027192  .00000047  00000+0  00000+0 0  9991,2 26113  94.2653 315.9940 7399944 282.3923  10.5919  1.68667479162311,29811.301634752213,853.7508288719961,23440.301634752213
USA 149 (DSP 20),26356,26,217.07594569,13.2068,11.4907,9.78e-05,218.4312,305.7599,60.1605396,0.0,U,active,1 26356U 00024A   26217.07594569  .00000098  00000+0  00000+0 0  9996,2 26356  13.2068  11.4907 0000978 218.4312 305.7599  1.00267566 33402,42165.914741516804,1436.1573312750006,35794.914741516804
TDRS 8,26388,26,216.98378027,12.759,30.898400000000002,0.0002906,51.1612,310.331,60.161049600000005,0.0,U,active,1 26388U 00034A   26216.98378027 -.00000191  00000+0  00000+0 0  9995,2 26388  12.7590  30.8984 0002906  51.1612 310.3310  1.00268416 95674,42165.67644063338,1436.1451566164164,35794.67644063338
ISS (ZVEZDA),26400,26,217.021905,51.6318,58.415499999999994,0.000731,13.5287,346.5896,929.6098914,0.00011248,U,active,1 26400U 00037A   26217.02190500  .00005828  00000+0  11248-3 0  9998,2 26400  51.6318  58.4155 0007310  13.5287 346.5896 15.49349819579086,6796.763901800955,92.94221242620483,425.76390180095495
NAVSTAR 48 (USA 151),26407,26,217.16427078,54.8462,213.2172,0.011987,303.0384,63.82699999999999,120.33478559999999,0.0,U,active,1 26407U 00040A   26217.16427078  .00000099  00000+0  00000+0 0  9992,2 26407  54.8462 213.2172 0119870 303.0384  63.8270  2.00557976190934,26560.84470109623,717.9968748787134,20189.84470109623
CLUSTER II-FM7 (SAMBA),26410,26,217.21220281,149.6703,59.8758,0.9111202,277.608,359.7136,26.9262312,0.0,U,active,1 26410U 00041A   26217.21220281  .00118008 -77070-3  00000+0 0  9996,2 26410 149.6703  59.8758 9111202 277.6080 359.7136  0.44877052 20534,72064.09901932905,3208.7669216774757,65693.09901932905
CLUSTER II-FM8 (TANGO),26464,26,215.7073964,149.8627,60.784200000000006,0.9114114,278.3487,2.0844,26.6625174,0.0,U,active,1 26464U 00045B   26215.70739640  .00197468 -13171-2  00000+0 0  9993,2 26464 149.8627  60.7842 9114114 278.3487   2.0844  0.44437529 20523,72538.50049377113,3240.504214354493,66167.50049377113
NSS-11,26554,26,216.83693102,2.2462,80.7914,0.0003082,68.0539,281.845,60.16326180000001,0.0,U,active,1 26554U 00059A   26216.83693102  .00000032  00000+0  00000+0 0  9998,2 26554   2.2462  80.7914 0003082  68.0539 281.8450  1.00272103 41776,42164.64281448254,1436.0923496338758,35793.64281448254
USA 153,26575,26,216.82869765,11.7059,35.0033,0.0001759,76.0255,275.0722,60.1609308,0.0,U,active,1 26575U 00065A   26216.82869765 -.00000322  00000+0  00000+0 0  9990,2 26575  11.7059  35.0033 0001759  76.0255 275.0722  1.00268218 33415,42165.73195042072,1436.147992577269,35794.73195042072
AMC-6,26580,26,217.22544586,0.27160000000000006,83.98880000000001,0.0004149,51.8656,124.0308,60.1635324,0.0,U,active,1 26580U 00067A   26217.22544586  .00000096  00000+0  00000+0 0  9991,2 26580   0.2716  83.9888 0004149  51.8656 124.0308  1.00272554 94380,42164.51638395291,1436.08589046211,35793.51638395291
NAVSTAR 49 (USA 154),26605,26,217.00813856,55.653400000000005,93.0255,0.0174071,266.9532,272.9062,120.33793440000001,0.0,U,active,1 26605U 00071A   26217.00813856 -.00000013  00000+0  00000+0 0  9999,2 26605  55.6534  93.0255 0174071 266.9532 272.9062  2.00563224188498,26560.381366166686,717.978087548094,20189.381366166686
ISS (DESTINY),26700,26,217.021905,51.6318,58.415499999999994,0.000731,13.5287,346.5896,929.6098914,0.00011248,U,active,1 26700U 01006B   26217.02190500  .00005828  00000+0  11248-3 0  9998,2 26700  51.6318  58.4155 0007310  13.5287 346.5896 15.49349819579124,6796.763901800955,92.94221242620483,425.76390180095495
USA 157 (MILSTAR-2 2),26715,26,217.28636447,11.5955,19.4431,0.0041758,179.0189,68.3807,60.16337879999999,0.0,U,active,1 26715U 01009A   26217.28636447  .00000113  00000+0  00000+0 0  9992,2 26715  11.5955  19.4431 0041758 179.0189  68.3807  1.00272298 33437,42164.588149281364,1436.0895568584658,35793.588149281364
BSAT-2A,26720,26,217.03231868,10.8341,47.0284,0.0004485,176.7759,184.253,59.50493459999999,0.0,U,active,1 26720U 01011B   26217.03231868  .00000012  00000+0  00000+0 0  9990,2 26720  10.8341  47.0284 0004485 176.7759 184.2530  0.99174891 92466,42475.06186624121,1451.9804211330065,36104.06186624121
OMNI-M1,26857,26,216.89432816,44.82,234.03760000000003,0.0013478,61.420500000000004,298.7571,235.44143880000001,0.0,U,active,1 26857U 01026A   26216.89432816  .00000029  00000+0  00000+0 0  9994,2 26857  44.8200 234.0376 0013478  61.4205 298.7571  3.92402398207484,16979.076803921816,366.9702344683429,10608.076803921816
INTELSAT 902 (IS-902),26900,26,217.18308719,6.2394,71.1682,0.0004231,62.0995,196.2614,60.1637442,0.0,U,active,1 26900U 01039A   26217.18308719 -.00000279  00000+0  00000+0 0  9992,2 26900   6.2394  71.1682 0004231  62.0995 196.2614  1.00272907 91185,42164.417426793814,1436.0808348759651,35793.417426793814
PCSAT (NO-44),26931,26,217.19050289,67.0509,117.5273,0.0005724,268.5225,91.5222,859.1835090000001,5.5087e-05,U,active,1 26931U 01043C   26217.19050289  .00000065  00000+0  55087-4 0  9990,2 26931  67.0509 117.5273 0005724 268.5225  91.5222 14.31972515297461,7163.282075508335,100.56058932108763,792.2820755083349
PROBA-1,26958,26,217.31816536,97.96060000000001,227.5752,0.0053806,317.9957,41.7149,904.6185492,0.0001415,U,active,1 26958U 01049B   26217.31816536  .00002158  00000+0  14150-3 0  9994,2 26958  97.9606 227.5752 0053806 317.9957  41.7149 15.07697582351029,6921.374508494989,95.50986996276818,550.3745084949887
